,Unnamed: 0,Cod.Car.Sec,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final
391,4846,MCT-PLS13 ,1,2017,16,11,0,31,0,2F-2
392,4847,ELE-PLS13 ,0,0,3,15,0,22,20,
393,4848,CIV-PLS13 ,0,0,4,21,0,25,24,
394,4849,ELE-PLS13 ,1,2017,17,21,0,0,0,"1F-1,2F-2"
395,4850,CIV-PLS13 ,0,0,7,19,0,12,16,
396,4851,MCT-PLS13 ,0,0,5,12,0,6,20,
397,4852,IND-PLS13 ,0,0,12,16,0,16,20,
398,4853,CIV-PLS13 ,0,0,5,15,0,20,0,
399,4854,CIV-PLS13 ,0,0,4,11,0,12,10,
400,4855,MCT-PLS13 ,0,0,9,2,0,0,0,
401,4856,CIV-PLS13 ,0,2017,12,21,0,29,0,"2F-1,3F-1"
402,4857,IND-PLS13 ,0,0,12,8,0,0,10,
403,4858,MCT-PLS13 ,0,0,13,11,0,27,18,
404,4859,ELE-PLS13 ,1,2017,11,22,0,0,0,1F-2
405,4860,CIV-PLS13 ,1,2017,14,20,0,0,0,1F-2
406,4861,CIV-PLS13 ,0,0,2,0,0,0,0,
407,4862,ELE-PLS13 ,0,0,5,14,0,6,15,
408,4863,MEC-PLS13 ,0,0,1,1,0,0,0,
409,4864,ELE-PLS13 ,1,2017,14,3,0,12,30,3F-2
410,4865,ELE-PLS13 ,0,0,11,13,0,10,18,
411,4866,ELE-PLS13 ,0,0,5,7,0,0,0,
412,4867,CIV-PLS13 ,0,0,1,11,0,0,0,
413,4868,ELE-PLS13 ,0,2016,13,18,0,17,20,3F-1
414,4869,ELE-PLS13 ,0,0,2,10,0,0,0,
415,4870,ELE-PLS13 ,0,0,12,6,0,0,10,
416,4871,CIV-PLS13 ,0,0,5,7,0,0,0,
417,4872,IND-PLS13 ,1,2017,9,17,0,26,48,3F-4
418,4873,ELE-PLS13 ,0,0,17,8,0,12,18,
419,4874,CIV-PLS13 ,1,2016,7,11,0,0,0,"1F-1,2F-2"
420,4875,MCT-PLS13 ,0,0,5,0,0,0,0,
421,4876,CIV-PLS13 ,0,0,7,11,0,0,0,
422,4877,CIV-PLS13 ,0,0,15,12,0,20,10,
423,4878,MCT-PLS13 ,0,0,4,8,0,0,0,
424,4879,ELE-PLS13 ,0,0,0,20,0,27,12,
425,4880,MEC-PLS13 ,0,0,15,2,0,11,10,
426,4881,CIV-PLS13 ,1,2017,17,15,0,28,0,2F-3
427,4882,CIV-PLS13 ,0,0,3,5,0,0,0,
428,4883,CIV-PLS13 ,1,2016,12,23,0,24,0,2F-3
429,4884,ELE-PLS13 ,0,0,0,0,0,0,0,
430,4885,IND-PLS13 ,0,0,1,1,0,0,0,
431,4886,IND-PLS13 ,1,2017,18,27,0,0,0,1F-3
432,4887,MCT-PLS13 ,1,2017,21,22,0,0,0,1F-3
433,4888,CIV-PLS13 ,1,2017,11,23,0,0,0,1F-2
434,4889,CIV-PLS13 ,0,0,11,1,0,0,0,
435,4890,CIV-PLS13 ,0,2016,0,0,0,0,0,
436,4891,ELE-PLS13 ,0,0,10,10,0,14,11,
437,4892,CIV-PLS13 ,1,2017,9,16,0,21,34,3F-2
438,4893,CIV-PLS13 ,0,2017,13,19,0,24,0,"2F-1,3F-1"
439,4894,IND-PLS13 ,0,2017,15,19,0,18,24,3F-1
440,4895,CIV-PLS13 ,1,2017,11,20,0,0,0,"1F-1,2F-2"
441,4896,ELE-PLS13 ,1,2017,11,17,0,16,42,3F-2
442,4897,ELE-PLS13 ,1,2017,18,25,0,0,0,1F-4
443,4898,CIV-PLS13 ,1,2016,10,25,0,22,0,2F-3
444,4899,CIV-PLS13 ,0,0,3,0,0,0,0,
445,4900,ELE-PLS13 ,0,2017,10,9,0,27,18,3F-1
446,4901,CIV-PLS13 ,0,0,2,11,0,0,0,
447,4902,ELE-PLS13 ,0,0,0,0,0,0,0,
448,4903,ELE-PLS13 ,0,2017,9,21,0,0,0,"1F-1,2F-1,3F-1"
449,4904,ELE-PLS13 ,0,2017,8,20,0,14,0,2F-1
450,4905,MCT-PLS13 ,0,0,14,3,0,4,10,
451,4906,ELE-PLS13 ,0,2017,9,8,0,16,30,
452,4907,CIV-PLS13 ,1,2017,18,19,0,0,0,1F-3
453,4908,IND-PLS13 ,0,0,3,14,0,21,19,
454,4909,CIV-PLS13 ,1,2017,17,20,0,0,0,1F-3
455,4910,ELE-PLS13 ,0,0,6,7,0,0,0,
456,4911,ELE-PLS13 ,0,0,12,0,0,0,0,
457,4912,IND-PLS13 ,0,0,4,0,0,0,0,
458,4913,MCT-PLS13 ,0,0,11,8,0,16,8,
459,4914,ELE-PLS13 ,0,2017,6,14,0,12,31,3F-1
460,4915,MCT-PLS13 ,1,2017,15,7,0,12,34,3F-3
461,4916,IND-PLS13 ,0,0,9,8,0,20,22,
462,4917,CIV-PLS13 ,0,2016,13,18,0,0,0,"1F-1,2F-1,3F-1"
463,4918,ELE-PLS13 ,0,0,3,7,0,0,0,
464,4919,IND-PLS13 ,1,2017,18,14,0,0,0,2F-2
465,4920,MCT-PLS13 ,0,0,5,11,0,14,22,
466,4921,ELE-PLS13 ,0,0,6,17,0,24,16,
467,4922,ELE-PLS13 ,0,0,4,11,0,17,8,
468,4923,CIV-PLS13 ,0,0,5,4,0,0,0,
469,4924,ELE-PLS13 ,0,0,3,12,0,12,18,
470,4925,IND-PLS13 ,0,0,7,0,0,0,0,
471,4926,CIV-PLS13 ,0,0,0,0,0,0,0,
472,4927,MCT-PLS13 ,1,2017,18,18,0,0,0,1F-2
473,4928,CIV-PLS13 ,0,0,11,9,0,6,8,
474,4929,IND-PLS13 ,0,2017,5,21,0,29,0,"2F-1,3F-1"
475,4930,CIV-PLS13 ,0,2017,17,12,0,0,4,3F-1
476,4931,CIV-PLS13 ,1,2017,13,24,0,38,0,2F-5
477,4932,CIV-PLS13 ,0,0,6,14,0,0,4,
478,4933,ELE-PLS13 ,0,2017,13,17,0,20,34,3F-1
479,4934,CIV-PLS13 ,0,0,13,6,0,0,0,
480,4935,MCT-PLS13 ,0,0,6,0,0,0,0,
481,4936,CIV-PLS13 ,1,2017,12,13,0,10,28,3F-2
482,4937,CIV-PLS13 ,0,0,11,11,0,20,22,
483,4938,CIV-PLS13 ,0,0,2,2,0,0,0,
484,4939,ELE-PLS13 ,0,0,4,0,0,0,0,
485,4940,MEC-PLS13 ,0,0,15,13,0,0,0,
486,4941,CIV-PLS13 ,0,0,5,11,0,8,4,
487,4942,ELE-PLS13 ,1,2017,16,13,0,21,6,3F-2
488,4943,CIV-PLS13 ,1,2017,18,21,0,0,0,1F-3
489,4944,ELE-PLS13 ,1,2017,13,18,0,0,0,"1F-1,2F-2"
490,4945,ELE-PLS13 ,0,0,0,7,0,0,0,
491,4946,CIV-PLS13 ,0,2017,7,8,0,30,0,"2F-1,3F-1"
492,4947,ELE-PLS13 ,1,2017,2,18,0,29,0,2F-2
493,4948,ELE-PLS13 ,1,2017,16,24,0,0,0,1F-2
494,4949,CIV-PLS13 ,0,0,8,8,0,9,6,
495,4950,CIV-PLS13 ,1,2016,17,23,0,30,28,3F-2
496,4951,CIV-PLS13 ,0,0,0,0,0,0,0,
497,4952,ELE-PLS13 ,0,0,11,18,0,0,10,
498,4953,CIV-PLS13 ,0,0,5,13,0,0,12,
499,4954,CIV-PLS13 ,1,2017,8,22,0,0,0,1F-2
500,4955,CIV-PLS13 ,1,2017,13,20,0,0,0,"1F-1,2F-2"
501,4956,MCT-PLS13 ,0,0,8,15,0,9,26,
502,4957,ELE-PLS13 ,1,2017,21,14,0,28,42,3F-4
503,4958,ELE-PLS13 ,0,0,0,0,0,0,0,
504,4959,MCT-PLS13 ,1,2017,7,22,0,28,0,2F-2
505,4960,IND-PLS13 ,1,2017,7,17,0,24,46,3F-3
506,4961,IND-PLS13 ,0,0,9,9,0,11,18,
507,4962,MCT-PLS13 ,1,2017,10,17,0,10,24,3F-2
508,4963,ELE-PLS13 ,0,2017,12,23,0,26,26,3F-1
509,4964,CIV-PLS13 ,0,0,7,0,0,0,0,
510,4965,CIV-PLS13 ,0,0,2,0,0,0,0,
511,4966,CIV-PLS13 ,0,0,0,0,0,0,0,
512,4967,MCT-PLS13 ,0,2017,7,15,0,16,30,3F-1
513,4968,MEC-PLS13 ,0,0,13,6,0,0,0,
514,4969,ELE-PLS13 ,0,0,0,15,0,20,26,
515,4970,ELE-PLS13 ,0,2017,10,12,0,31,0,"2F-1,3F-1"
516,4971,CIV-PLS13 ,0,0,4,6,0,0,0,
517,4972,ELE-PLS13 ,1,2017,14,22,0,40,0,2F-4
518,4973,ELE-PLS13 ,0,0,6,4,0,0,0,
519,4974,ELE-PLS13 ,1,2017,16,28,0,0,0,1F-4
520,4975,CIV-PLS13 ,0,0,11,10,0,8,12,
521,4976,MCT-PLS13 ,0,2017,15,14,0,20,34,3F-1
522,4977,ELE-PLS13 ,0,0,4,0,0,0,0,
523,4978,ELE-PLS13 ,1,2016,11,24,0,0,0,1F-2
524,4979,CIV-PLS13 ,1,2017,16,27,0,0,0,1F-4
525,4980,CIV-PLS13 ,0,0,2,9,0,0,0,
526,4981,IND-PLS13 ,0,0,6,11,0,12,10,
527,4982,ELE-PLS13 ,0,0,10,3,0,0,0,
528,4983,CIV-PLS13 ,0,0,0,0,0,0,0,
529,4984,CIV-PLS13 ,0,0,10,18,0,15,13,
530,4985,CIV-PLS13 ,1,2017,7,24,0,26,26,3F-2
531,4986,ELE-PLS13 ,0,2017,17,11,0,0,0,"2F-1,3F-1"
532,4987,CIV-PLS13 ,1,2017,20,28,0,0,0,1F-5
533,4988,CIV-PLS13 ,1,2017,19,26,0,0,0,1F-4
534,4989,CIV-PLS13 ,0,0,7,0,0,0,0,
535,4990,CIV-PLS13 ,0,0,7,8,0,0,7,
536,4991,ELE-PLS13 ,1,2017,17,11,0,0,0,"1F-1,2F-2"
537,4992,CIV-PLS13 ,0,2017,6,22,0,18,32,3F-1
538,4993,MCT-PLS13 ,0,0,0,12,0,0,0,
539,4994,CIV-PLS13 ,0,2017,11,15,0,18,33,3F-1
540,5054,IND-PLS09 ,0,0,0,0,0,0,0,
541,5055,MCT-PLS09 ,0,0,4,0,0,0,0,
542,5056,IND-PLS09 ,0,0,0,0,0,0,0,
543,5057,ELE-PLS09 ,0,2017,11,13,0,31,0,"2F-1,3F-1"
544,5058,IND-PLS09 ,0,0,12,0,0,0,0,
545,5059,MEC-PLS09 ,0,0,0,0,0,0,0,
546,5060,MEC-PLS09 ,0,2016,10,0,0,0,0,"1F-1,2F-1,3F-1"
547,5061,ELE-PLS09 ,0,0,0,0,0,0,0,
548,5062,ELE-PLS09 ,0,0,10,7,0,12,6,
549,5063,CIV-PLS09 ,0,0,15,10,0,18,16,
550,5064,MEC-PLS09 ,1,2016,11,0,0,0,0,1F-2
551,5065,CIV-PLS09 ,0,2016,14,0,0,0,0,"1F-1,2F-1"
552,5066,CIV-PLS09 ,1,2016,15,19,0,25,18,3F-3
553,5067,CIV-PLS09 ,0,0,4,0,0,0,0,
554,5068,CIV-PLS09 ,0,0,9,15,0,12,0,
555,5069,CIV-PLS09 ,0,0,7,19,0,21,16,
556,5070,MEC-PLS09 ,0,2016,14,14,0,0,0,1F-1
557,5071,CIV-PLS09 ,0,0,2,0,0,0,0,
558,5072,ELE-PLS09 ,0,0,0,0,0,0,0,
559,5073,ELE-PLS09 ,0,2016,0,0,0,0,0,
560,5074,MEC-PLS09 ,1,2016,17,17,0,0,0,1F-2
561,5075,MEC-PLS09 ,0,0,9,0,0,0,0,
562,5076,ELE-PLS09 ,0,0,17,0,0,0,0,
563,5077,CIV-PLS09 ,0,2017,13,5,0,10,28,3F-1
564,5078,ELE-PLS09 ,0,0,10,10,0,14,26,
565,5079,MEC-PLS09 ,0,0,2,14,0,2,10,
566,5080,CIV-PLS09 ,0,2017,10,21,0,0,0,"1F-1,2F-1,3F-1"
567,5081,ELE-PLS09 ,0,0,1,10,0,0,0,
568,5082,ELE-PLS09 ,0,0,11,16,0,0,10,
569,5083,MEC-PLS09 ,0,0,12,7,0,6,14,
570,5084,IND-PLS09 ,0,0,0,0,0,0,0,
571,5085,ELE-PLS09 ,0,0,8,2,0,0,0,
572,5086,ELE-PLS09 ,0,0,10,0,0,0,0,
573,5087,CIV-PLS09 ,0,0,6,6,0,0,0,
574,5088,CIV-PLS09 ,0,0,14,8,0,0,20,
575,5089,ELE-PLS09 ,0,0,3,3,0,0,0,
576,5090,ELE-PLS09 ,1,2017,16,14,0,0,0,"1F-1,2F-1,3F-2"
577,5091,CIV-PLS09 ,0,0,0,0,0,0,0,
578,5092,MEC-PLS09 ,0,0,3,7,0,0,0,
579,5093,ELE-PLS09 ,1,2017,18,20,0,0,0,1F-2
580,5094,MEC-PLS09 ,0,0,0,0,0,0,0,
581,5095,CIV-PLS09 ,0,0,3,1,0,0,0,
582,5096,ELE-PLS09 ,0,0,10,14,0,18,24,
583,5097,MCT-PLS09 ,0,0,4,0,0,0,0,
584,5098,CIV-PLS09 ,1,2016,12,0,0,0,0,"1F-1,2F-2"
585,5099,CIV-PLS09 ,0,0,9,9,0,0,0,
586,5100,CIV-PLS09 ,0,0,4,7,0,0,0,
587,5101,IND-PLS09 ,0,0,3,6,0,0,0,
588,5102,CIV-PLS09 ,0,0,9,3,0,0,0,
589,5103,CIV-PLS09 ,0,0,1,0,0,0,0,
590,5104,MEC-PLS09 ,0,0,6,12,0,10,10,
591,5105,ELE-PLS09 ,0,2016,0,0,0,0,0,2F-1
592,7219,IND-PLS13 ,0,0,0,0,0,0,0,
593,7220,IND-PLS13 ,0,0,2,0,0,0,0,
594,7221,MCT-PLS13 ,0,2017,9,20,0,36,0,2F-1
595,7222,ELE-PLS13 ,0,2018,10,25,0,0,0,2F-1
596,7223,MCT-PLS13 ,0,0,3,12,0,0,0,
597,7224,ELE-PLS13 ,0,0,14,12,0,22,0,
598,7225,MCT-PLS13 ,0,2017,0,0,0,0,0,
599,7226,ELE-PLS13 ,1,2018,5,10,0,34,0,2F-3
600,7227,CIV-PLS13 ,1,2018,16,26,0,0,0,1F-4
601,7228,CIV-PLS13 ,0,0,5,0,0,0,0,
602,7229,MCT-PLS13 ,0,0,7,11,0,0,0,
603,7230,ELE-PLS13 ,1,2018,10,21,0,0,0,"1F-1,2F-2"
604,7231,CIV-PLS13 ,0,2018,9,21,0,0,0,"1F-1,2F-1"
605,7232,ELE-PLS13 ,1,2018,15,19,0,0,0,1F-2
606,7233,ELE-PLS13 ,1,2017,0,0,0,0,0,2F-2
607,7234,ELE-PLS13 ,1,2017,10,22,0,0,0,1F-2
608,7235,MCT-PLS13 ,0,0,6,9,0,22,0,
609,7236,ELE-PLS13 ,0,2017,14,11,0,26,0,2F-1
610,7237,MCT-PLS13 ,1,2018,14,21,0,0,0,1F-2
611,7238,MCT-PLS13 ,1,2017,15,23,0,0,0,1F-2
612,7239,IND-PLS13 ,0,0,13,10,0,16,0,
613,7240,ELE-PLS13 ,0,2018,10,20,0,34,0,
614,7241,MCT-PLS13 ,1,2018,15,24,0,0,0,1F-3
615,7242,CIV-PLS13 ,0,0,9,0,0,0,0,
616,7243,ELE-PLS13 ,1,2018,9,17,0,31,0,2F-2
617,7244,ELE-PLS13 ,0,0,12,16,0,26,0,
618,7245,IND-PLS13 ,1,2018,11,20,0,0,0,1F-2
619,7246,CIV-PLS13 ,0,2017,8,10,0,0,0,
620,7247,ELE-PLS13 ,1,2018,14,14,0,0,0,1F-2
621,7248,CIV-PLS13 ,0,0,5,10,0,28,0,
622,7249,MCT-PLS13 ,0,0,0,0,0,0,0,
623,7250,CIV-PLS13 ,1,2018,10,30,0,0,0,1F-4
624,7251,ELE-PLS13 ,0,2017,0,0,0,0,0,
625,7252,CIV-PLS13 ,0,2018,15,8,0,30,0,
626,7253,IND-PLS13 ,1,2017,16,0,0,32,0,2F-2
627,7254,MCT-PLS13 ,1,2018,13,30,0,0,0,1F-4
628,7255,ELE-PLS13 ,1,2018,12,26,0,0,0,1F-2
629,7256,CIV-PLS13 ,1,2018,12,21,0,0,0,1F-2
630,7257,CIV-PLS13 ,1,2018,12,20,0,0,0,1F-2
631,7258,ELE-PLS13 ,0,0,10,4,0,0,0,
632,7259,ELE-PLS13 ,0,0,9,11,0,0,0,
633,7260,MCT-PLS13 ,0,0,8,7,0,20,0,
634,7261,ELE-PLS13 ,0,2018,10,9,0,30,0,
635,7262,CIV-PLS13 ,0,0,12,3,0,24,0,
636,7263,CIV-PLS13 ,0,0,14,4,0,0,0,
637,7264,CIV-PLS13 ,1,2018,13,10,0,32,0,2F-2
638,7265,ELE-PLS13 ,0,0,3,13,0,0,0,
639,7266,CIV-PLS13 ,0,2018,17,17,0,0,0,2F-1
640,7267,CIV-PLS13 ,1,2018,15,22,0,0,0,"1F-1,2F-3"
641,7268,CIV-PLS13 ,1,2018,11,18,0,0,0,1F-2
642,7269,CIV-PLS13 ,1,2018,15,18,0,0,0,1F-3
643,7270,IND-PLS13 ,0,2017,0,0,0,0,0,1F-1
644,7271,CIV-PLS13 ,1,2017,12,16,0,0,0,2F-3
645,7272,CIV-PLS13 ,0,2018,7,9,0,32,0,2F-1
646,7273,CIV-PLS13 ,0,0,9,13,0,10,0,
647,7274,ELE-PLS13 ,1,2017,13,17,0,0,0,"1F-1,2F-2"
648,7275,CIV-PLS13 ,1,2018,13,18,0,0,0,1F-2
649,7276,ELE-PLS13 ,0,0,10,13,0,0,0,
650,7277,MCT-PLS13 ,0,0,5,1,0,0,0,
651,7278,CIV-PLS13 ,0,0,0,12,0,0,0,
652,7279,ELE-PLS13 ,0,2018,14,22,0,0,0,2F-1
653,7280,ELE-PLS13 ,1,2018,12,20,0,0,0,1F-2
654,7281,IND-PLS13 ,1,2018,10,21,0,0,0,1F-2
655,7282,MEC-PLS13 ,0,0,0,0,0,0,0,
656,7283,MCT-PLS13 ,0,2018,12,17,0,0,0,1F-1
657,7284,MCT-PLS13 ,0,0,10,8,0,26,0,
658,7285,MCT-PLS13 ,0,0,0,0,0,0,0,
659,7286,CIV-PLS13 ,0,2017,14,12,0,0,0,
660,7287,CIV-PLS13 ,0,0,9,2,0,0,0,
661,7288,CIV-PLS13 ,1,2018,14,26,0,0,0,1F-5
662,7289,CIV-PLS13 ,1,2018,13,16,0,32,0,2F-2
663,7290,IND-PLS13 ,1,2018,13,22,0,0,0,1F-2
664,7291,ELE-PLS13 ,1,2018,12,18,0,0,0,1F-3
665,7292,MCT-PLS13 ,0,2018,12,15,0,34,0,2F-1
666,7293,MCT-PLS13 ,0,0,14,17,0,0,0,
667,7294,MCT-PLS13 ,1,2017,13,20,0,0,0,1F-2
668,7295,CIV-PLS13 ,0,0,7,18,0,18,0,
669,7296,ELE-PLS13 ,0,0,0,0,0,0,0,
670,7297,CIV-PLS13 ,1,2018,0,16,0,33,0,2F-2
671,7298,MCT-PLS13 ,0,0,0,0,0,0,0,
672,7299,ELE-PLS13 ,1,2018,12,23,0,0,0,1F-2
673,7300,MCT-PLS13 ,0,2018,14,28,0,0,0,
674,7301,ELE-PLS13 ,0,0,13,12,0,0,0,
675,7302,ELE-PLS13 ,1,2018,11,15,0,0,0,2F-2
676,7303,CIV-PLS13 ,1,2017,21,20,0,0,0,1F-2
677,7304,MEC-PLS13 ,0,0,3,0,0,0,0,
678,7305,CIV-PLS13 ,1,2018,17,14,0,0,0,1F-2
679,7306,MEC-PLS13 ,1,2017,17,18,0,0,0,1F-2
680,7307,MEC-PLS13 ,0,2018,12,17,0,0,0,
681,7308,ELE-PLS13 ,0,0,9,6,0,0,0,
682,7309,MEC-PLS13 ,0,0,4,3,0,0,0,
683,7310,CIV-PLS13 ,1,2018,0,17,0,44,0,2F-3
684,7311,MCT-PLS13 ,0,0,7,9,0,22,0,
685,7312,CIV-PLS13 ,1,2017,14,27,0,0,0,1F-4
686,7313,CIV-PLS13 ,1,2018,13,24,0,0,0,1F-3
687,7314,MCT-PLS13 ,1,2017,17,26,0,0,0,1F-4
688,7315,ELE-PLS13 ,1,2017,14,26,0,0,0,1F-3
689,7316,CIV-PLS13 ,1,2017,10,19,0,0,0,1F-2
690,7317,CIV-PLS13 ,1,2017,9,24,0,0,0,1F-2
691,7318,CIV-PLS13 ,0,0,6,0,0,0,0,
692,7319,CIV-PLS13 ,1,2018,13,16,0,0,0,1F-2
693,7320,MCT-PLS13 ,1,2017,16,18,0,0,0,1F-2
694,7321,ELE-PLS13 ,0,0,10,14,0,28,0,
695,7322,ELE-PLS13 ,0,0,11,7,0,0,0,
696,7323,CIV-PLS13 ,0,0,12,14,0,24,0,
697,7324,ELE-PLS13 ,1,2018,17,19,0,0,0,1F-2
698,7325,CIV-PLS13 ,0,0,9,0,0,0,0,
699,7326,MEC-PLS13 ,0,0,7,0,0,0,0,
700,7327,ELE-PLS13 ,1,2018,7,8,0,46,0,2F-4
701,7328,IND-PLS13 ,0,0,15,9,0,19,0,
702,7329,ELE-PLS13 ,0,0,6,11,0,21,0,
703,7330,MCT-PLS13 ,0,0,0,0,0,0,0,
704,7331,IND-PLS13 ,0,0,0,0,0,0,0,
705,7332,CIV-PLS13 ,0,0,9,12,0,0,0,
706,7333,ELE-PLS13 ,0,0,9,4,0,0,0,
707,7334,CIV-PLS13 ,1,2018,13,16,0,0,0,1F-3
708,7335,MCT-PLS13 ,1,2017,13,25,0,0,0,1F-4
709,7336,CIV-PLS13 ,1,2018,17,22,0,26,0,2F-3
710,7337,ELE-PLS13 ,1,2018,23,31,0,0,0,1F-5
711,7338,CIV-PLS13 ,1,2018,13,22,0,40,0,2F-4
712,7339,IND-PLS13 ,1,2018,11,20,0,43,0,2F-5
713,7340,MCT-PLS13 ,1,2018,12,5,0,44,0,2F-3
714,7341,CIV-PLS13 ,0,0,14,0,0,0,0,
715,7342,CIV-PLS13 ,0,2018,17,13,0,10,0,2F-1
716,7343,MEC-PLS13 ,0,0,4,0,0,0,0,
717,7344,MEC-PLS13 ,0,0,12,6,0,28,0,
718,7345,CIV-PLS13 ,1,2018,13,18,0,43,0,2F-5
719,7346,IND-PLS13 ,1,2017,19,12,0,0,0,"1F-1,2F-3"
720,7347,MEC-PLS13 ,0,2018,13,19,0,30,0,
721,7348,MCT-PLS13 ,0,0,0,0,0,0,0,
722,7349,ELE-PLS13 ,0,0,4,5,0,0,0,
723,7350,CIV-PLS13 ,1,2018,10,22,0,0,0,1F-2
724,7351,CIV-PLS13 ,0,2018,15,9,0,30,0,2F-1
725,7352,ELE-PLS13 ,1,2018,10,19,0,31,0,2F-3
726,7353,IND-PLS13 ,0,0,14,8,0,24,0,
727,7354,CIV-PLS13 ,0,2018,9,13,0,29,0,2F-1
728,7355,MCT-PLS13 ,0,2018,13,24,0,0,0,2F-1
729,7356,ELE-PLS13 ,0,0,0,0,0,0,0,
730,7357,IND-PLS13 ,0,2018,11,13,0,34,0,2F-1
731,7358,MCT-PLS13 ,0,2018,7,18,0,38,0,2F-1
732,7359,CIV-PLS13 ,1,2018,22,17,0,0,0,1F-2
733,7360,IND-PLS13 ,0,2018,10,19,0,28,0,
734,7361,IND-PLS13 ,0,0,12,8,0,4,0,
735,7362,IND-PLS13 ,0,0,9,13,0,0,0,
736,7363,IND-PLS13 ,1,2018,14,28,0,0,0,1F-5
737,7364,MCT-PLS13 ,0,0,14,12,0,24,0,
738,7365,IND-PLS13 ,1,2018,10,15,0,52,0,2F-5
739,7366,CIV-PLS13 ,1,2018,15,18,0,0,0,1F-2
740,7367,MEC-PLS13 ,0,2017,11,0,0,0,0,
741,7368,CIV-PLS13 ,1,2018,14,10,0,30,0,2F-2
742,7369,ELE-PLS13 ,1,2018,14,19,0,0,0,"1F-1,2F-2"
743,7370,CIV-PLS13 ,1,2017,14,23,0,0,0,1F-3
744,7371,ELE-PLS13 ,0,0,10,0,0,0,0,
745,7372,CIV-PLS13 ,1,2017,16,13,0,0,0,1F-2
746,7373,MCT-PLS13 ,0,2018,12,14,0,0,0,1F-1
747,7374,CIV-PLS13 ,0,0,2,0,0,0,0,
748,7375,CIV-PLS13 ,0,2018,14,13,0,32,0,2F-1
749,7376,ELE-PLS13 ,1,2018,17,25,0,0,0,1F-3
750,7377,ELE-PLS13 ,1,2017,16,25,0,0,0,1F-4
751,7378,ELE-PLS13 ,0,2018,9,18,0,30,0,2F-1
752,7379,ELE-PLS13 ,0,2018,9,18,0,36,0,
753,7380,ELE-PLS13 ,1,2018,11,13,0,38,0,2F-2
754,7381,ELE-PLS13 ,1,2017,13,22,0,0,0,1F-3
755,7382,ELE-PLS13 ,0,0,7,4,0,0,0,
756,7383,IND-PLS13 ,0,0,2,4,0,0,0,
757,7384,CIV-PLS13 ,1,2018,8,11,0,26,0,2F-2
758,7385,IND-PLS13 ,0,0,12,12,0,27,0,
759,7386,ELE-PLS13 ,0,0,12,15,0,24,0,
760,7387,MCT-PLS13 ,0,2017,8,0,0,0,0,
761,7388,MCT-PLS13 ,0,2018,11,25,0,38,0,
762,7389,CIV-PLS13 ,1,2018,18,22,0,0,0,1F-3
763,7390,CIV-PLS13 ,1,2018,17,17,0,0,0,1F-2
764,7391,IND-PLS13 ,1,2017,14,25,0,0,0,1F-2
765,7392,CIV-PLS13 ,0,0,12,11,0,0,0,
766,7393,ELE-PLS13 ,0,0,2,0,0,0,0,
767,7394,ELE-PLS13 ,0,2018,15,10,0,30,0,2F-1
768,7395,ELE-PLS13 ,1,2018,11,21,0,0,0,"1F-1,2F-2"
769,7396,CIV-PLS13 ,1,2017,10,23,0,0,0,2F-3
770,7397,ELE-PLS13 ,1,2017,18,27,0,0,0,1F-4
771,7398,CIV-PLS13 ,1,2017,16,20,0,0,0,1F-2
772,7399,CIV-PLS13 ,1,2018,12,22,0,0,0,1F-3
773,7400,ELE-PLS13 ,0,2018,11,8,0,31,0,2F-1
774,7401,CIV-PLS13 ,1,2018,15,26,0,0,0,1F-4
775,7402,IND-PLS13 ,1,2018,17,23,0,0,0,"1F-1,2F-2"
776,7403,CIV-PLS13 ,1,2018,19,27,0,0,0,1F-4
777,7404,CIV-PLS13 ,0,0,0,0,0,0,0,
778,7405,MCT-PLS13 ,0,2018,9,21,0,0,0,"1F-1,2F-1"
779,7406,ELE-PLS13 ,0,0,8,7,0,6,0,
780,7407,ELE-PLS13 ,1,2017,8,21,0,0,0,1F-2
781,7408,ELE-PLS13 ,0,0,8,9,0,28,0,
