,Unnamed: 0,Cod.Car.Sec,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final
782,7409,IND-PLS13 ,1,2018,14,15,0,0,0,1F-2
783,7410,ELE-PLS13 ,0,0,11,12,0,24,0,
784,7411,CIV-PLS13 ,1,2017,10,0,0,0,0,1F-2
785,7412,ELE-PLS13 ,1,2017,13,21,0,0,0,1F-4
786,7413,ELE-PLS13 ,0,0,9,14,0,0,0,
787,7414,CIV-PLS13 ,1,2017,14,0,0,0,0,1F-2
788,7415,CIV-PLS13 ,1,2018,15,16,0,24,0,2F-2
789,7416,ELE-PLS13 ,0,2018,13,18,0,0,0,
790,7417,CIV-PLS13 ,1,2018,20,14,0,0,0,1F-3
791,7418,ELE-PLS13 ,0,2018,13,14,0,30,0,
792,7419,CIV-PLS13 ,0,0,11,5,0,18,0,
793,7420,CIV-PLS13 ,1,2018,16,27,0,0,0,1F-4
794,7421,CIV-PLS13 ,1,2017,17,27,0,0,0,1F-5
795,7422,IND-PLS13 ,0,2018,13,16,0,28,0,
796,7423,CIV-PLS13 ,1,2018,14,25,0,0,0,1F-3
797,7424,ELE-PLS13 ,1,2018,12,23,0,0,0,1F-3
798,7425,MCT-PLS13 ,0,0,11,11,0,24,0,
799,7426,CIV-PLS13 ,0,0,9,13,0,14,0,
800,7427,CIV-PLS13 ,1,2017,16,22,0,0,0,1F-2
801,7428,CIV-PLS13 ,0,0,10,15,0,22,0,
802,7429,IND-PLS13 ,1,2018,11,20,0,0,0,1F-2
803,7430,IND-PLS13 ,0,0,0,8,0,0,0,
804,7431,ELE-PLS13 ,1,2017,15,25,0,0,0,1F-3
805,7432,IND-PLS13 ,1,2018,13,18,0,0,0,1F-2
806,7433,IND-PLS13 ,0,0,7,18,0,28,0,
807,7434,CIV-PLS13 ,1,2018,16,12,0,0,0,1F-2
808,7435,CIV-PLS13 ,0,0,8,21,0,26,0,
809,7436,IND-PLS13 ,1,2018,8,20,0,32,0,2F-2
810,7437,CIV-PLS13 ,0,0,15,11,0,16,0,
811,7438,IND-PLS13 ,1,2018,10,11,0,36,0,2F-3
812,7439,CIV-PLS13 ,0,0,0,0,0,0,0,
813,7440,CIV-PLS13 ,0,2018,15,8,0,29,0,2F-1
814,7441,CIV-PLS13 ,1,2018,17,25,0,0,0,1F-4
815,7442,ELE-PLS13 ,0,2017,8,0,0,0,0,"1F-1,2F-1"
816,7443,MEC-PLS13 ,0,2018,11,20,0,0,0,"1F-1,2F-1"
817,7444,ELE-PLS13 ,1,2018,19,18,0,0,0,1F-2
818,7445,IND-PLS13 ,1,2018,15,17,0,0,0,1F-2
819,7446,ELE-PLS13 ,1,2018,17,25,0,0,0,1F-4
820,7447,CIV-PLS13 ,1,2018,16,24,0,0,0,1F-2
821,7448,IND-PLS13 ,0,0,0,19,0,0,0,
822,7449,MCT-PLS13 ,0,2018,17,19,0,0,0,
823,7450,ELE-PLS13 ,0,0,2,0,0,0,0,
824,7451,IND-PLS13 ,1,2018,14,22,0,0,0,1F-4
825,7452,CIV-PLS13 ,1,2018,9,11,0,29,0,2F-2
826,7453,CIV-PLS13 ,1,2017,16,14,0,25,0,2F-2
827,7454,IND-PLS13 ,0,0,14,8,0,23,0,
828,7455,MCT-PLS13 ,0,0,0,18,0,0,0,
829,7456,CIV-PLS13 ,0,0,6,1,0,0,0,
830,7457,IND-PLS13 ,1,2018,9,23,0,0,0,1F-3
831,7458,ELE-PLS13 ,0,2018,6,19,0,30,0,2F-1
832,7459,CIV-PLS13 ,0,0,6,9,0,25,0,
833,7460,ELE-PLS13 ,1,2018,18,20,0,20,0,2F-4
834,7461,ELE-PLS13 ,0,0,8,12,0,0,0,
835,7462,ELE-PLS13 ,0,0,12,10,0,25,0,
836,7463,ELE-PLS13 ,0,0,3,0,0,0,0,
837,7464,ELE-PLS13 ,1,2018,13,22,0,46,0,2F-5
838,7465,MCT-PLS13 ,0,0,5,0,0,0,0,
839,7466,CIV-PLS13 ,1,2018,11,17,0,0,0,1F-2
840,7467,MCT-PLS13 ,0,0,6,14,0,0,0,
841,7468,ELE-PLS13 ,0,0,4,5,0,0,0,
842,7469,MEC-PLS13 ,0,2018,10,21,0,0,0,
843,7470,CIV-PLS13 ,1,2018,18,18,0,0,0,"1F-1,2F-2"
844,7471,IND-PLS13 ,0,0,0,0,0,0,0,
845,7472,CIV-PLS13 ,0,0,8,7,0,16,0,
846,7473,MEC-PLS13 ,0,0,8,0,0,0,0,
847,7474,CIV-PLS13 ,1,2017,17,25,0,0,0,1F-3
848,7475,IND-PLS13 ,0,0,7,15,0,23,0,
849,7476,IND-PLS13 ,1,2017,14,28,0,0,0,1F-3
850,7477,CIV-PLS13 ,0,2017,9,0,0,0,0,"1F-1,2F-1"
851,7478,ELE-PLS13 ,1,2017,14,16,0,0,0,1F-2
852,7479,CIV-PLS13 ,0,0,4,0,0,0,0,
853,7480,ELE-PLS13 ,1,2018,13,23,0,0,0,1F-4
854,7481,ELE-PLS13 ,0,2017,0,3,0,28,0,
855,7482,ELE-PLS13 ,1,2017,10,17,0,0,0,1F-3
856,7483,IND-PLS13 ,1,2018,8,21,0,0,0,1F-2
857,7484,ELE-PLS13 ,0,0,11,12,0,24,0,
858,7485,ELE-PLS13 ,1,2018,19,22,0,0,0,1F-3
859,7486,IND-PLS13 ,0,0,6,0,0,0,0,
860,7487,ELE-PLS13 ,1,2017,7,0,0,0,0,"1F-1,2F-2"
861,7488,IND-PLS13 ,1,2018,18,23,0,0,0,1F-4
862,7489,CIV-PLS13 ,1,2018,18,30,0,0,0,1F-5
863,7490,ELE-PLS13 ,0,0,7,9,0,17,0,
864,7491,IND-PLS13 ,1,2018,16,22,0,0,0,1F-4
865,7492,ELE-PLS13 ,1,2018,15,15,0,36,0,2F-2
866,7493,ELE-PLS13 ,1,2018,12,18,0,0,0,1F-2
867,7494,CIV-PLS13 ,1,2018,11,17,0,0,0,"1F-1,2F-2"
868,7495,ELE-PLS13 ,1,2018,12,22,0,0,0,1F-2
869,7496,CIV-PLS13 ,1,2018,13,21,0,30,0,2F-3
870,7497,CIV-PLS13 ,1,2018,11,12,0,47,0,2F-5
871,7498,IND-PLS13 ,1,2017,13,18,0,46,0,2F-3
872,7499,CIV-PLS13 ,1,2017,18,16,0,0,0,"1F-1,2F-2"
873,7500,CIV-PLS13 ,0,0,9,14,0,24,0,
874,7501,CIV-PLS13 ,1,2018,4,24,0,0,0,2F-2
875,7502,ELE-PLS13 ,1,2017,15,30,0,0,0,1F-5
876,7503,CIV-PLS13 ,0,0,12,11,0,27,0,
877,7504,CIV-PLS13 ,0,2018,16,16,0,0,0,"1F-1,2F-1"
878,7505,ELE-PLS13 ,0,0,3,0,0,0,0,
879,7506,MEC-PLS13 ,0,0,0,0,0,0,0,
880,7507,CIV-PLS13 ,1,2018,14,15,0,0,0,1F-2
881,7508,ELE-PLS13 ,0,0,6,10,0,13,0,
882,7509,CIV-PLS13 ,1,2017,11,18,0,0,0,1F-2
883,7510,CIV-PLS13 ,1,2018,9,19,0,33,0,2F-2
884,7511,ELE-PLS13 ,0,0,15,0,0,22,0,
885,7512,CIV-PLS13 ,0,2018,12,19,0,0,0,
886,7513,ELE-PLS13 ,0,2018,8,10,0,31,0,2F-1
887,7514,IND-PLS13 ,0,0,8,10,0,0,0,
888,7515,ELE-PLS13 ,1,2017,15,24,0,0,0,1F-2
889,7516,MCT-PLS13 ,0,2017,14,21,0,0,0,2F-1
890,7517,MEC-PLS13 ,0,2018,14,22,0,28,0,
891,7518,ELE-PLS13 ,1,2017,14,24,0,0,0,1F-4
892,7519,IND-PLS13 ,0,2018,14,9,0,32,0,2F-1
893,7520,ELE-PLS13 ,0,0,6,14,0,0,0,
894,7521,CIV-PLS13 ,0,0,15,11,0,0,0,
895,7522,MCT-PLS13 ,1,2017,17,24,0,0,0,1F-4
896,7523,CIV-PLS13 ,0,0,9,17,0,24,0,
897,7524,IND-PLS13 ,1,2018,8,9,0,30,0,2F-2
898,7525,CIV-PLS13 ,1,2018,16,22,0,0,0,1F-4
899,7526,ELE-PLS13 ,1,2017,15,0,0,0,0,2F-3
900,7527,CIV-PLS13 ,0,0,9,16,0,26,0,
901,7528,CIV-PLS13 ,1,2017,16,26,0,0,0,1F-4
902,7529,MCT-PLS13 ,0,2018,17,22,0,0,0,1F-1
903,7530,CIV-PLS13 ,1,2017,9,21,0,0,0,"1F-1,2F-3"
904,7858,ELE-PLS09 ,0,2017,17,20,0,0,0,1F-1
905,7859,MEC-PLS09 ,0,0,5,2,0,0,0,
906,7860,MEC-PLS09 ,0,0,13,8,0,24,0,
907,7861,ELE-PLS09 ,0,2018,8,8,0,32,0,2F-1
908,7862,CIV-PLS09 ,1,2018,12,19,0,0,0,"1F-1,2F-3"
909,7863,CIV-PLS09 ,1,2018,14,18,0,0,0,1F-3
910,7864,CIV-PLS09 ,1,2018,6,17,0,28,0,2F-2
911,7865,MEC-PLS09 ,1,2018,9,19,0,34,0,2F-2
912,7866,ELE-PLS09 ,0,0,5,0,0,0,0,
913,7867,MEC-PLS09 ,0,0,6,0,0,0,0,
914,7868,CIV-PLS09 ,1,2017,0,0,0,0,0,"1F-1,2F-2"
915,7869,ELE-PLS09 ,0,0,6,4,0,0,0,
916,7870,MEC-PLS09 ,0,0,6,0,0,0,0,
917,7871,CIV-PLS09 ,1,2018,8,7,0,30,0,2F-2
918,7872,MEC-PLS09 ,0,0,10,6,0,0,0,
919,7873,MEC-PLS09 ,0,0,8,13,0,29,0,
920,7874,ELE-PLS09 ,0,2018,14,19,0,0,0,"1F-1,2F-1"
921,7875,MEC-PLS09 ,1,2018,6,18,0,37,0,2F-3
922,7876,ELE-PLS09 ,0,0,8,0,0,0,0,
923,7877,CIV-PLS09 ,0,0,0,0,0,0,0,
924,7878,ELE-PLS09 ,0,0,4,0,0,0,0,
925,7879,CIV-PLS09 ,0,0,0,12,0,0,0,
926,7880,MEC-PLS09 ,0,0,0,0,0,0,0,
927,7881,CIV-PLS09 ,0,0,9,0,0,0,0,
928,7882,ELE-PLS09 ,1,2018,15,16,0,0,0,1F-3
929,7883,CIV-PLS09 ,0,0,5,0,0,0,0,
930,7884,IND-PLS09 ,0,0,6,5,0,0,0,
931,7885,CIV-PLS09 ,0,0,7,9,0,18,0,
932,7886,ELE-PLS09 ,0,0,11,4,0,0,0,
933,7887,MEC-PLS09 ,1,2018,8,22,0,0,0,1F-2
934,7888,ELE-PLS09 ,0,0,8,11,0,0,0,
935,9854,ELE-PLS13 ,0,0,8,8,0,16,27,
936,9855,IND-PLS13 ,1,2018,17,19,0,0,0,1F-4
937,9856,MCT-PLS13 ,0,2018,13,21,0,0,0,3F-1
938,9857,ELE-PLS13 ,0,2018,15,14,0,0,0,"1F-1,2F-1"
939,9858,ELE-PLS13 ,0,2018,17,18,0,0,0,"1F-1,2F-1,3F-1"
940,9859,MCT-PLS13 ,0,2018,12,18,0,24,15,
941,9860,ELE-PLS13 ,0,2018,13,13,0,36,26,
942,9861,CIV-PLS13 ,0,0,0,0,0,0,0,
943,9862,CIV-PLS13 ,0,0,8,5,0,0,0,
944,9863,MCT-PLS13 ,0,0,10,0,0,0,0,
945,9864,CIV-PLS13 ,1,2018,14,24,0,44,0,2F-3
946,9865,CIV-PLS13 ,0,0,0,0,0,0,0,
947,9866,MCT-PLS13 ,0,2018,4,18,0,30,0,"2F-1,3F-1"
948,9867,ELE-PLS13 ,1,2018,9,14,0,48,0,2F-4
949,9868,CIV-PLS13 ,0,0,7,3,0,0,0,
950,9869,IND-PLS13 ,1,2018,13,12,0,33,0,2F-2
951,9870,ELE-PLS13 ,1,2018,10,0,0,0,0,1F-2
952,9871,CIV-PLS13 ,0,2018,15,2,0,32,20,
953,9872,CIV-PLS13 ,0,0,8,0,0,0,0,
954,9873,ELE-PLS13 ,0,0,12,11,0,28,30,
955,9874,CIV-PLS13 ,1,2018,16,21,0,0,0,1F-4
956,9875,MCT-PLS13 ,0,0,6,16,0,0,6,
957,9876,CIV-PLS13 ,0,2018,11,19,0,0,0,"2F-1,3F-1"
958,9877,MCT-PLS13 ,0,2018,6,16,0,0,28,
959,9878,ELE-PLS13 ,1,2018,11,14,0,40,0,2F-4
960,9879,CIV-PLS13 ,1,2018,17,24,0,0,0,1F-4
961,9880,ELE-PLS13 ,0,0,14,9,0,0,0,
962,9881,ELE-PLS13 ,0,2018,15,15,0,0,30,1F-1
963,9882,ELE-PLS13 ,0,2018,8,12,0,40,0,2F-1
964,9883,MEC-PLS13 ,0,2018,12,10,0,0,38,3F-1
965,9884,ELE-PLS13 ,0,2018,6,0,0,34,0,"2F-1,3F-1"
966,9885,CIV-PLS13 ,0,2018,10,16,0,34,0,"2F-1,3F-1"
967,9886,CIV-PLS13 ,0,2018,20,11,0,16,0,"2F-1,3F-1"
968,9887,ELE-PLS13 ,0,2018,11,17,0,0,0,"1F-1,2F-1"
969,9888,MEC-PLS13 ,0,2018,6,10,0,31,31,3F-1
970,9889,MEC-PLS13 ,0,2018,12,13,0,34,0,"2F-1,3F-1"
971,9890,ELE-PLS13 ,0,0,0,0,0,0,0,
972,9891,CIV-PLS13 ,1,2018,10,16,0,0,0,1F-2
973,9892,IND-PLS13 ,0,0,9,6,0,8,20,
974,9893,IND-PLS13 ,0,0,0,0,0,0,0,
975,9894,CIV-PLS13 ,1,2018,8,15,0,0,0,1F-2
976,9895,CIV-PLS13 ,0,0,10,10,0,0,18,
977,9896,CIV-PLS13 ,0,0,8,1,0,0,0,
978,9897,MEC-PLS13 ,0,0,0,0,0,0,0,
979,9898,IND-PLS13 ,0,0,6,13,0,26,25,
980,9899,CIV-PLS13 ,0,2018,18,15,0,0,0,3F-1
981,9900,ELE-PLS13 ,0,0,0,0,0,0,0,
982,9901,MCT-PLS13 ,0,0,10,9,0,0,16,
983,9902,IND-PLS13 ,0,2018,9,8,0,14,32,3F-1
984,9903,CIV-PLS13 ,0,2018,4,11,0,32,0,"2F-1,3F-1"
985,9904,ELE-PLS13 ,0,2018,11,11,0,0,0,3F-1
986,9905,MCT-PLS13 ,1,2018,16,17,0,0,0,1F-2
987,9906,MCT-PLS13 ,1,2018,13,15,0,0,0,1F-3
988,9907,MCT-PLS13 ,0,2018,12,17,0,0,0,1F-1
989,9908,MCT-PLS13 ,0,0,3,0,0,0,0,
990,9909,CIV-PLS13 ,1,2018,12,23,0,0,0,1F-4
991,9910,MCT-PLS13 ,0,2018,15,19,0,0,15,3F-1
992,9911,MEC-PLS13 ,0,2018,7,8,0,15,31,
993,9912,CIV-PLS13 ,1,2018,13,15,0,46,0,2F-5
994,9913,CIV-PLS13 ,1,2018,11,14,0,46,0,2F-4
995,9914,MCT-PLS13 ,1,2018,14,0,0,0,0,1F-2
996,9915,MCT-PLS13 ,0,0,0,0,0,0,0,
997,9916,CIV-PLS13 ,1,2018,16,28,0,0,0,1F-5
998,9917,ELE-PLS13 ,0,0,12,10,0,28,26,
999,9918,MCT-PLS13 ,1,2018,13,17,0,0,0,1F-2
1000,9919,MCT-PLS13 ,0,0,0,0,0,0,0,
1001,9920,ELE-PLS13 ,0,2018,15,11,0,36,0,"2F-1,3F-1"
1002,9921,CIV-PLS13 ,0,0,0,0,0,0,0,
1003,9922,CIV-PLS13 ,0,2018,16,11,0,25,34,3F-1
1004,9923,MCT-PLS13 ,1,2018,0,0,0,0,0,1F-4
1005,9924,CIV-PLS13 ,1,2018,9,9,0,33,0,2F-2
1006,9925,MEC-PLS13 ,1,2018,9,19,0,0,42,"1F-1,3F-2"
1007,9926,MEC-PLS13 ,0,2018,12,8,0,37,0,"2F-1,3F-1"
1008,9927,CIV-PLS13 ,0,0,7,4,0,0,0,
1009,9928,CIV-PLS13 ,0,2018,10,9,0,30,0,"2F-1,3F-1"
1010,9929,MEC-PLS13 ,0,2018,12,10,0,32,0,"2F-1,3F-1"
1011,9930,ELE-PLS13 ,0,0,0,0,0,0,0,
1012,9931,CIV-PLS13 ,0,2018,12,16,0,20,0,"2F-1,3F-1"
1013,9932,CIV-PLS13 ,1,2018,10,22,0,0,0,"1F-1,2F-2"
1014,9933,MEC-PLS13 ,0,2018,11,0,0,0,0,
1015,9934,ELE-PLS13 ,0,2018,11,12,0,44,0,3F-1
1016,9935,MEC-PLS13 ,1,2018,18,14,0,0,0,1F-3
1017,9936,CIV-PLS13 ,1,2018,20,19,0,0,0,1F-4
1018,9937,ELE-PLS13 ,1,2018,11,18,0,46,0,2F-3
1019,9938,CIV-PLS13 ,0,0,0,0,0,0,0,
1020,9939,CIV-PLS13 ,1,2018,10,13,0,30,44,3F-3
1021,9940,ELE-PLS13 ,0,0,8,13,0,24,29,
1022,9941,IND-PLS13 ,0,0,15,13,0,0,0,
1023,9942,MCT-PLS13 ,0,0,9,10,0,0,16,
1024,9943,IND-PLS13 ,1,2018,14,22,0,0,0,1F-4
1025,9944,MCT-PLS13 ,1,2018,11,22,0,0,0,1F-2
1026,9945,ELE-PLS13 ,0,0,13,4,0,0,0,
1027,9946,MCT-PLS13 ,1,2018,15,14,0,0,0,1F-3
1028,9947,MEC-PLS13 ,1,2018,19,23,0,0,0,1F-5
1029,9948,CIV-PLS13 ,1,2018,14,10,0,44,0,2F-4
1030,9949,CIV-PLS13 ,1,2018,19,17,0,40,42,3F-3
1031,9950,CIV-PLS13 ,1,2018,18,18,0,0,0,1F-2
1032,9951,CIV-PLS13 ,0,0,8,0,0,0,0,
1033,9952,IND-PLS13 ,0,0,8,8,0,26,25,
1034,9953,CIV-PLS13 ,0,2018,8,15,0,32,0,
1035,9954,MEC-PLS13 ,1,2018,13,15,0,0,0,1F-4
1036,9955,MEC-PLS13 ,0,0,14,5,0,0,0,
1037,9956,CIV-PLS13 ,0,0,12,0,0,0,0,
1038,9957,CIV-PLS13 ,1,2018,9,18,0,44,0,2F-2
1039,9958,CIV-PLS13 ,0,2018,10,12,0,38,0,"2F-1,3F-1"
1040,9959,ELE-PLS13 ,0,0,18,17,0,0,0,
1041,9960,CIV-PLS13 ,1,2018,4,15,0,48,0,3F-3
1042,9961,ELE-PLS13 ,0,2018,14,16,0,0,0,3F-1
1043,9962,CIV-PLS13 ,1,2018,16,25,0,0,0,1F-4
1044,9963,CIV-PLS13 ,0,0,12,8,0,0,14,
1045,9964,CIV-PLS13 ,1,2018,12,18,0,0,0,"1F-1,2F-1,3F-4"
1046,9965,MCT-PLS13 ,0,0,6,6,0,0,0,
1047,9966,IND-PLS13 ,1,2018,15,13,0,0,0,1F-3
1048,9967,CIV-PLS13 ,1,2018,12,12,0,41,0,2F-5
1049,9968,ELE-PLS13 ,1,2018,13,16,0,42,0,2F-3
1050,9969,CIV-PLS13 ,0,2018,16,8,0,0,30,3F-1
1051,9970,MCT-PLS13 ,1,2018,17,22,0,0,0,"1F-1,2F-3"
1052,9971,IND-PLS13 ,0,0,0,0,0,0,0,
1053,9972,CIV-PLS13 ,0,0,0,0,0,0,0,
1054,9973,MCT-PLS13 ,1,2018,15,16,0,40,0,2F-4
1055,9974,CIV-PLS13 ,0,2018,13,18,0,0,0,"1F-1,2F-1"
1056,9975,MCT-PLS13 ,1,2018,10,5,0,36,0,2F-2
1057,9976,CIV-PLS13 ,0,2018,14,13,0,0,36,3F-1
1058,9977,ELE-PLS13 ,1,2018,4,13,0,52,0,2F-4
1059,9978,CIV-PLS13 ,0,2018,12,16,0,0,0,"1F-1,2F-1"
1060,9979,CIV-PLS13 ,0,0,4,0,0,0,0,
1061,9980,CIV-PLS13 ,1,2018,13,12,0,0,43,"1F-1,3F-2"
1062,9981,IND-PLS13 ,0,0,10,5,0,16,0,
1063,9982,MCT-PLS13 ,1,2018,19,17,0,42,0,2F-4
1064,9983,MEC-PLS13 ,0,0,5,6,0,0,0,
1065,9984,CIV-PLS13 ,0,0,16,10,0,46,0,
1066,9985,ELE-PLS13 ,0,0,15,13,0,0,0,
1067,9986,MEC-PLS13 ,0,2018,12,0,0,0,0,3F-1
1068,9987,MCT-PLS13 ,0,0,6,11,0,0,20,
1069,9988,MCT-PLS13 ,1,2018,12,24,0,43,0,2F-5
1070,9989,CIV-PLS13 ,1,2018,23,30,0,0,0,1F-5
1071,9990,MCT-PLS13 ,0,0,10,12,0,0,0,
1072,9991,ELE-PLS13 ,1,2018,12,19,0,40,0,2F-3
1073,9992,ELE-PLS13 ,0,0,7,0,0,0,0,
1074,9993,IND-PLS13 ,1,2018,17,18,0,0,0,1F-4
1075,9994,CIV-PLS13 ,1,2018,17,12,0,0,0,1F-3
1076,9995,IND-PLS13 ,0,2018,15,13,0,22,35,3F-1
1077,9996,CIV-PLS13 ,0,2018,7,0,0,0,0,"1F-1,2F-1"
1078,9997,MCT-PLS13 ,0,2018,0,0,0,0,0,3F-1
1079,9998,MCT-PLS13 ,0,0,13,0,0,0,0,
1080,9999,ELE-PLS13 ,0,2018,3,12,0,34,0,"2F-1,3F-1"
1081,10000,IND-PLS13 ,1,2018,13,20,0,0,0,"2F-1,3F-2"
1082,10001,CIV-PLS13 ,1,2018,21,14,0,48,0,2F-4
1083,10002,CIV-PLS13 ,1,2018,17,25,0,58,0,2F-5
1084,10003,CIV-PLS13 ,1,2018,17,20,0,0,0,1F-3
1085,10004,CIV-PLS13 ,1,2018,16,10,0,0,0,1F-2
1086,10005,IND-PLS13 ,1,2018,13,11,0,50,0,2F-5
1087,10006,IND-PLS13 ,1,2018,13,16,0,0,0,1F-3
1088,10007,CIV-PLS13 ,0,2018,9,11,0,34,33,3F-1
1089,10008,ELE-PLS13 ,1,2018,11,21,0,31,0,2F-3
1090,10009,ELE-PLS13 ,1,2018,15,14,0,40,0,2F-4
1091,10010,ELE-PLS13 ,0,0,8,0,0,0,0,
1092,10011,IND-PLS13 ,1,2018,14,0,0,30,0,"2F-1,3F-2"
1093,10012,IND-PLS13 ,0,2018,11,12,0,32,0,"2F-1,3F-1"
1094,10013,IND-PLS13 ,1,2018,17,20,0,0,0,1F-2
1095,10014,CIV-PLS13 ,1,2018,18,4,0,14,33,3F-2
1096,10015,ELE-PLS13 ,1,2018,13,17,0,46,0,2F-5
1097,10016,CIV-PLS13 ,0,0,12,12,0,0,0,
1098,10017,CIV-PLS13 ,0,0,2,0,0,0,0,
1099,10018,MCT-PLS13 ,0,2018,13,15,0,38,0,"2F-1,3F-1"
1100,10019,CIV-PLS13 ,0,0,5,0,0,0,0,
1101,10020,MEC-PLS13 ,1,2018,15,15,0,0,0,1F-2
1102,10021,CIV-PLS13 ,0,2018,15,15,0,0,0,"2F-1,3F-1"
1103,10022,MEC-PLS13 ,1,2018,15,16,0,0,0,1F-4
1104,10023,CIV-PLS13 ,0,0,7,13,0,24,46,
1105,10024,ELE-PLS13 ,1,2018,15,24,0,0,0,1F-4
1106,10025,ELE-PLS13 ,0,0,6,5,0,0,0,
1107,10026,CIV-PLS13 ,0,0,12,4,0,0,11,
1108,10027,MCT-PLS13 ,1,2018,9,14,0,31,0,2F-2
1109,10028,CIV-PLS13 ,0,0,13,14,0,16,21,
1110,10029,CIV-PLS13 ,0,2018,6,0,0,0,0,
1111,10030,IND-PLS13 ,0,0,12,10,0,26,18,
1112,10031,ELE-PLS13 ,1,2018,18,15,0,0,0,1F-3
1113,10032,CIV-PLS13 ,1,2018,20,23,0,0,0,1F-4
1114,10033,ELE-PLS13 ,0,2018,11,7,0,0,0,"2F-1,3F-1"
1115,10034,ELE-PLS13 ,1,2018,5,14,0,46,0,2F-4
1116,10035,MCT-PLS13 ,1,2018,11,23,0,52,0,2F-5
1117,10036,ELE-PLS13 ,0,0,10,0,0,0,0,
1118,10037,MCT-PLS13 ,0,0,7,0,0,0,0,
1119,10038,ELE-PLS13 ,0,0,8,7,0,0,18,
1120,10039,IND-PLS13 ,0,2018,10,6,0,30,0,"2F-1,3F-1"
1121,10040,MEC-PLS13 ,0,2018,3,12,0,44,0,3F-1
1122,10041,CIV-PLS13 ,0,0,8,9,0,14,13,
1123,10042,IND-PLS13 ,0,2018,13,16,0,0,0,1F-1
1124,10043,CIV-PLS13 ,1,2018,11,15,0,26,38,3F-3
1125,10044,ELE-PLS13 ,0,0,8,7,0,0,0,
1126,10045,ELE-PLS13 ,1,2018,8,16,0,32,0,2F-3
1127,10046,MCT-PLS13 ,1,2018,7,16,0,32,0,2F-2
1128,10047,MCT-PLS13 ,0,2018,15,19,0,0,0,3F-1
1129,10048,IND-PLS13 ,0,2018,11,9,0,32,10,3F-1
1130,10049,CIV-PLS13 ,1,2018,13,15,0,48,0,2F-5
1131,10050,ELE-PLS13 ,1,2018,17,12,0,50,0,2F-5
1132,10051,ELE-PLS13 ,0,0,0,0,0,0,0,
1133,10052,IND-PLS13 ,0,0,12,0,0,0,0,
1134,10053,ELE-PLS13 ,1,2018,0,0,0,43,0,2F-2
1135,10054,CIV-PLS13 ,0,2018,11,13,0,30,0,"2F-1,3F-1"
1136,10055,CIV-PLS13 ,0,0,0,0,0,0,0,
1137,10056,CIV-PLS13 ,0,2018,12,5,0,29,0,"2F-1,3F-1"
1138,10057,CIV-PLS13 ,0,0,2,13,0,0,0,
1139,10058,CIV-PLS13 ,0,2018,13,3,0,37,0,2F-1
1140,10059,CIV-PLS13 ,1,2018,20,10,0,0,0,"1F-1,2F-2"
1141,10060,CIV-PLS13 ,1,2018,12,15,0,36,0,2F-2
1142,10061,CIV-PLS13 ,1,2018,15,14,0,0,0,"1F-1,2F-2"
1143,10062,CIV-PLS13 ,1,2018,7,22,0,46,0,2F-4
1144,10063,CIV-PLS13 ,0,0,10,2,0,0,0,
1145,10064,ELE-PLS13 ,0,2018,7,0,0,0,0,3F-1
1146,10065,ELE-PLS13 ,0,0,10,0,0,0,0,
1147,10066,MCT-PLS13 ,1,2018,14,12,0,48,0,2F-5
1148,10067,CIV-PLS13 ,0,2018,12,11,0,27,34,
1149,10068,MCT-PLS13 ,0,2018,10,0,0,36,0,2F-1
1150,10069,CIV-PLS13 ,1,2018,13,26,0,39,0,2F-4
1151,10070,ELE-PLS13 ,1,2018,8,8,0,48,0,2F-2
1152,10071,ELE-PLS13 ,0,2018,13,16,0,0,0,2F-1
1153,10072,ELE-PLS13 ,0,2018,16,12,0,0,0,2F-1
1154,10073,CIV-PLS13 ,0,2018,11,11,0,17,29,3F-1
